,clockTime,sprite,x,y,touching,block,keysDown,variables,stageVariables
412,1.899,Apple,218,170,[],motion_sety{math_number(NUM:170)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
413,1.901,Apple,218,170,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
414,1.901,Apple,218,170,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
415,1.901,Apple,218,170,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
416,1.902,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
417,1.902,Bowl,50,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
418,1.902,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
419,1.929,Bananas,-91,-19,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
420,1.929,Bananas,-91,-26,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
421,1.93,Bananas,-91,-26,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
422,1.931,Bananas,-91,-26,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
423,1.931,Apple,218,165,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
424,1.931,Apple,218,165,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
425,1.932,Apple,218,165,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
426,1.932,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
427,1.933,Bowl,40,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
428,1.933,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
429,1.962,Bananas,-91,-26,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
430,1.962,Bananas,-91,-33,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
431,1.962,Bananas,-91,-33,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
432,1.963,Bananas,-91,-33,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
433,1.963,Apple,218,160,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
434,1.964,Apple,218,160,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
435,1.964,Apple,218,160,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
436,1.965,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
437,1.965,Bowl,30,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
438,1.965,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
439,1.999,Bananas,-91,-33,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
440,2.0,Bananas,-91,-40,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
441,2.001,Bananas,-91,-40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
442,2.003,Bananas,-91,-40,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
443,2.003,Apple,218,155,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
444,2.005,Apple,218,155,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
445,2.007,Apple,218,155,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
446,2.007,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
447,2.008,Bowl,20,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
448,2.008,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
449,2.028,Bananas,-91,-40,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
450,2.028,Bananas,-91,-47,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
451,2.029,Bananas,-91,-47,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
452,2.03,Bananas,-91,-47,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
453,2.032,Apple,218,150,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
454,2.032,Apple,218,150,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
455,2.032,Apple,218,150,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
456,2.033,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
457,2.033,Bowl,10,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
458,2.033,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
459,2.062,Bananas,-91,-47,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
460,2.062,Bananas,-91,-54,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
461,2.062,Bananas,-91,-54,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
462,2.062,Bananas,-91,-54,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
463,2.063,Apple,218,145,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
464,2.064,Apple,218,145,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
465,2.064,Apple,218,145,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
466,2.064,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
467,2.064,Bowl,0,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
468,2.065,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
469,2.094,Bananas,-91,-54,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
470,2.094,Bananas,-91,-61,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
471,2.095,Bananas,-91,-61,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
472,2.095,Bananas,-91,-61,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
473,2.096,Apple,218,140,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
474,2.096,Apple,218,140,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
475,2.097,Apple,218,140,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
476,2.097,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
477,2.097,Bowl,-10,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
478,2.097,Bowl,-10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
479,2.097,Stage,0,0,"['Bowl', 'Apple', 'Bananas']",data_changevariableby(VARIABLE:Zeit){math_number(NUM:-1)},['Left'],"{'Punkte': 5, 'Zeit': 28}","{'Punkte': 5, 'Zeit': 28}"
480,2.128,Bananas,-91,-61,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
481,2.128,Bananas,-91,-68,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
482,2.128,Bananas,-91,-68,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
483,2.128,Bananas,-91,-68,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
484,2.129,Apple,218,135,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
485,2.129,Apple,218,135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
486,2.13,Apple,218,135,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
487,2.13,Bowl,-10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
488,2.13,Bowl,-20,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
489,2.13,Bowl,-20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
490,2.161,Bananas,-91,-68,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
491,2.161,Bananas,-91,-75,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
492,2.161,Bananas,-91,-75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
493,2.162,Bananas,-91,-75,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
494,2.162,Apple,218,130,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
495,2.162,Apple,218,130,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
496,2.164,Apple,218,130,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
497,2.164,Bowl,-20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
498,2.164,Bowl,-30,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
499,2.164,Bowl,-30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
500,2.194,Bananas,-91,-75,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
501,2.195,Bananas,-91,-82,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
502,2.195,Bananas,-91,-82,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
503,2.195,Bananas,-91,-82,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
504,2.195,Apple,218,125,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
505,2.195,Apple,218,125,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
506,2.195,Apple,218,125,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
507,2.196,Bowl,-30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
508,2.196,Bowl,-40,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
509,2.196,Bowl,-40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
510,2.227,Bananas,-91,-82,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
511,2.227,Bananas,-91,-89,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
512,2.227,Bananas,-91,-89,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
513,2.228,Bananas,-91,-89,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
514,2.228,Apple,218,120,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
515,2.229,Apple,218,120,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
516,2.23,Apple,218,120,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
517,2.23,Bowl,-40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
518,2.231,Bowl,-50,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
519,2.231,Bowl,-50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
520,2.261,Bananas,-91,-89,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
521,2.261,Bananas,-91,-96,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
522,2.261,Bananas,-91,-96,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
523,2.262,Bananas,-91,-96,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
524,2.262,Apple,218,115,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
525,2.262,Apple,218,115,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
526,2.263,Apple,218,115,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
527,2.263,Bowl,-50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
528,2.263,Bowl,-60,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
529,2.263,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
530,2.293,Bananas,-91,-96,[],looks_show,['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
531,2.294,Bananas,-91,-103,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
532,2.294,Bananas,-91,-103,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
533,2.294,Bananas,-91,-103,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
534,2.295,Apple,218,110,[],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
535,2.295,Apple,218,110,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
536,2.296,Apple,218,110,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
537,2.297,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
538,2.297,Bowl,-70,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
539,2.297,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'Punkte': 5, 'Zeit': 28}"
540,2.326,Bananas,-91,-103,[],looks_show,[],{},"{'Punkte': 5, 'Zeit': 28}"
541,2.327,Bananas,-91,-110,['Bowl'],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 5, 'Zeit': 28}"
542,2.327,Bananas,-91,-110,['Bowl'],data_changevariableby(VARIABLE:Punkte){math_number(NUM:8)},[],{},"{'Punkte': 13, 'Zeit': 28}"
543,2.327,Bananas,-91,-110,[],looks_hide,[],{},"{'Punkte': 13, 'Zeit': 28}"
544,2.327,Bananas,-153,98,[],motion_goto{motion_goto_menu(TO:_random_)},[],{},"{'Punkte': 13, 'Zeit': 28}"
545,2.328,Bananas,-153,170,[],motion_sety{math_number(NUM:170)},[],{},"{'Punkte': 13, 'Zeit': 28}"
546,2.328,Bananas,-153,170,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
547,2.328,Bananas,-153,170,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
548,2.329,Bananas,-153,170,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
549,2.329,Apple,218,105,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
550,2.329,Apple,218,105,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
551,2.329,Apple,218,105,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
552,2.329,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
553,2.33,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
554,2.36,Bananas,-153,170,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
555,2.36,Bananas,-153,163,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 13, 'Zeit': 28}"
556,2.36,Bananas,-153,163,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
557,2.36,Bananas,-153,163,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
558,2.361,Apple,218,100,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
559,2.362,Apple,218,100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
560,2.362,Apple,218,100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
561,2.362,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
562,2.362,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
563,2.393,Bananas,-153,163,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
564,2.393,Bananas,-153,156,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 13, 'Zeit': 28}"
565,2.393,Bananas,-153,156,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
566,2.394,Bananas,-153,156,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
567,2.395,Apple,218,95,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
568,2.395,Apple,218,95,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
569,2.396,Apple,218,95,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
570,2.396,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
571,2.396,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
572,2.426,Bananas,-153,156,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
573,2.427,Bananas,-153,149,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 13, 'Zeit': 28}"
574,2.427,Bananas,-153,149,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
575,2.428,Bananas,-153,149,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
576,2.428,Apple,218,90,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
577,2.428,Apple,218,90,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
578,2.429,Apple,218,90,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
579,2.43,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
580,2.43,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
581,2.459,Bananas,-153,149,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
582,2.459,Bananas,-153,142,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 13, 'Zeit': 28}"
583,2.46,Bananas,-153,142,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
584,2.461,Bananas,-153,142,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
585,2.461,Apple,218,85,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
586,2.462,Apple,218,85,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
587,2.462,Apple,218,85,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
588,2.462,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
589,2.462,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
590,2.493,Bananas,-153,142,[],looks_show,[],{},"{'Punkte': 13, 'Zeit': 28}"
591,2.494,Bananas,-153,135,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 13, 'Zeit': 28}"
592,2.495,Bananas,-153,135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
593,2.498,Bananas,-153,135,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
594,2.498,Apple,218,80,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 13, 'Zeit': 28}"
595,2.499,Apple,218,80,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 13, 'Zeit': 28}"
596,2.5,Apple,218,80,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 13, 'Zeit': 28}"
597,2.501,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
598,2.501,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 13, 'Zeit': 28}"
599,2.528,Bananas,-153,135,[],looks_show,['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
600,2.529,Bananas,-153,128,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
601,2.53,Bananas,-153,128,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
602,2.532,Bananas,-153,128,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
603,2.533,Apple,218,75,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
604,2.534,Apple,218,75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
605,2.535,Apple,218,75,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
606,2.536,Bowl,-60,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
607,2.537,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
608,2.538,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
609,2.561,Bananas,-153,128,[],looks_show,['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
610,2.561,Bananas,-153,121,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
611,2.561,Bananas,-153,121,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
612,2.563,Bananas,-153,121,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
613,2.563,Apple,218,70,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
614,2.563,Apple,218,70,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 13, 'Zeit': 28}"
